transaction_amount,transaction_hour,is_weekend,merchant_category,user_location,device_type,previous_transaction_gap,transaction_velocity,failed_login_attempts,account_age_days,ip_risk_score,geo_mismatch_flag,unusual_device_flag,is_fraud
1504.95,4,1,food,Delhi,mobile,27.21,1,0,2290,17.64,0,0,0
2877.07,15,1,electronics,Kolkata,mobile,322.09,1,0,381,21.42,0,0,0
2114.13,5,1,grocery,Chennai,mobile,108.09,5,0,3368,39.52,0,0,0
3942.12,10,0,gift_card,Delhi,web,136.56,3,1,546,55.62,0,0,0
7092.53,20,0,grocery,Mumbai,mobile,106.65,2,0,2724,48.46,0,0,0
2599.04,11,0,gaming,Kolkata,web,12.16,3,0,2476,42.28,0,0,0
989.65,3,1,fashion,Mumbai,mobile,118.5,3,0,1771,27.22,0,0,0
1899.86,10,0,food,Pune,web,202.46,5,0,3359,31.74,0,0,0
9687.49,23,0,grocery,Hyderabad,mobile,150.78,2,0,661,17.48,0,0,0
1662.71,8,0,gaming,Kolkata,mobile,28.58,3,2,2551,22.89,0,0,0
1185.92,5,1,food,Chennai,mobile,14.37,3,1,530,21.13,0,0,0
2477.83,20,0,fashion,Hyderabad,mobile,56.25,1,1,1764,6.89,0,0,0
3135.53,12,1,grocery,Chennai,mobile,53.31,4,0,1821,14.74,0,0,0
2219.11,3,1,electronics,Pune,mobile,38.04,4,0,2183,52.64,0,0,0
842.19,7,0,travel,Kolkata,mobile,200.32,2,0,667,28.96,0,0,0
4214.56,8,1,electronics,Kolkata,web,100.45,4,0,28,17.0,0,0,0
3944.99,9,1,electronics,Kolkata,mobile,39.7,2,0,3347,30.63,0,0,0
5367.73,23,0,electronics,Delhi,mobile,235.9,1,1,3259,22.7,0,0,0
3882.55,2,0,gift_card,Pune,web,264.78,1,0,3136,7.81,0,0,0
9182.99,18,1,fuel,Bangalore,mobile,112.89,1,1,2180,16.66,0,0,0
5649.56,20,0,travel,Bhubaneswar,mobile,58.22,1,0,589,7.97,0,0,0
4911.84,6,0,grocery,Kolkata,mobile,72.65,1,0,2992,33.68,0,0,0
7261.62,1,0,grocery,Chennai,mobile,1.65,2,1,3320,2.86,0,0,0
3717.14,23,1,electronics,Mumbai,web,286.41,1,0,2393,24.86,0,0,0
2923.37,21,0,fashion,Pune,mobile,645.49,1,0,3542,27.97,0,1,0
4181.48,16,0,grocery,Bangalore,mobile,27.65,4,1,2054,9.15,0,0,0
483.37,9,1,food,Delhi,mobile,190.23,0,0,2843,38.82,0,0,0
3725.64,12,0,gaming,Delhi,mobile,92.41,1,0,2136,21.75,0,0,0
3133.01,0,0,fashion,Bangalore,web,14.62,1,0,3624,30.8,0,0,0
4501.18,19,0,food,Mumbai,mobile,20.53,2,1,3569,30.33,0,0,0
6628.16,22,1,grocery,Mumbai,mobile,115.57,0,1,1723,39.0,0,0,0
5009.1,3,1,food,Mumbai,mobile,168.94,1,0,2461,16.37,0,0,0
1904.14,4,0,gaming,Bangalore,mobile,85.87,1,0,1268,31.0,0,0,0
5933.78,5,0,food,Pune,mobile,369.67,2,1,2700,41.28,0,0,0
9267.97,13,0,food,Chennai,mobile,76.67,1,0,1696,31.85,0,0,0
6740.52,12,0,gift_card,Hyderabad,mobile,153.62,3,0,2401,32.23,0,0,0
1077.63,20,0,fashion,Delhi,tablet,234.38,1,0,2620,8.34,0,0,0
4973.39,15,1,food,Kolkata,web,556.47,5,0,457,21.65,0,0,0
1236.19,5,1,fuel,Chennai,web,99.48,2,0,3604,28.89,0,1,0
2710.68,18,0,food,Chennai,web,67.77,2,1,417,26.71,0,0,0
4410.26,22,1,electronics,Chennai,mobile,88.81,4,1,2969,23.79,1,0,0
4017.16,12,0,food,Pune,web,15.89,4,1,1344,37.8,0,0,0
6655.2,15,0,grocery,Bhubaneswar,mobile,92.96,4,0,783,22.18,0,0,0
9296.67,7,0,grocery,Pune,web,45.83,2,0,2712,34.15,0,0,0
4718.57,10,0,electronics,Kolkata,mobile,48.43,3,0,385,10.62,0,0,0
2554.18,14,0,electronics,Pune,mobile,115.32,2,0,2259,26.19,0,0,0
512.11,22,0,fuel,Hyderabad,mobile,19.92,3,0,2228,26.66,0,0,0
7756.61,2,0,travel,Delhi,web,12.82,1,1,3184,37.86,0,0,0
3145.29,2,0,food,Hyderabad,mobile,33.17,1,0,1374,57.11,0,0,0
3268.45,3,0,food,Delhi,tablet,6.02,1,0,1019,44.98,0,0,0
3462.66,11,0,fuel,Hyderabad,tablet,20.31,3,0,1797,20.75,0,0,0
4571.45,11,1,gaming,Bhubaneswar,mobile,2.57,1,0,1953,22.25,0,0,0
4664.08,22,0,gift_card,Kolkata,mobile,0.55,2,0,2723,17.96,0,0,0
2743.84,3,0,food,Kolkata,web,297.22,2,1,115,8.83,0,0,0
3122.14,4,0,grocery,Hyderabad,mobile,33.84,2,0,631,3.45,0,0,0
2084.85,1,1,fashion,Bhubaneswar,mobile,59.45,4,0,1960,31.04,0,0,0
1902.91,15,1,food,Kolkata,mobile,101.28,0,0,3111,37.41,0,0,0
1895.26,21,0,fashion,Pune,tablet,1.65,3,0,2256,15.56,0,0,0
3095.13,17,1,food,Hyderabad,mobile,1.31,7,0,942,53.35,0,0,0
1602.12,23,1,grocery,Kolkata,mobile,29.9,3,0,1499,18.67,0,1,0
82.6,10,0,grocery,Pune,mobile,65.3,2,0,411,28.49,1,0,0
2519.94,6,0,travel,Bhubaneswar,web,49.22,1,1,3621,10.58,0,1,0
1143.12,10,1,fashion,Pune,mobile,119.07,5,0,2911,27.25,0,0,0
3636.31,19,0,grocery,Bhubaneswar,mobile,22.28,2,0,1600,34.09,1,0,0
2078.27,3,0,grocery,Delhi,web,60.31,2,0,2571,14.43,0,0,0
4610.52,19,0,travel,Pune,mobile,289.34,0,0,1599,22.03,0,0,0
1245.59,3,0,grocery,Hyderabad,mobile,9.14,3,0,14,31.56,0,0,0
630.79,19,0,grocery,Delhi,web,28.91,1,0,1739,42.89,0,0,0
3127.93,20,0,food,Bangalore,web,101.56,2,1,1830,12.16,0,0,0
2437.33,19,1,electronics,Mumbai,mobile,101.81,0,0,2531,44.27,0,0,0
1050.22,5,1,fashion,Bangalore,mobile,166.39,3,1,2,13.32,0,0,0
5652.6,21,0,grocery,Mumbai,web,23.46,4,0,707,13.24,0,0,0
1448.82,2,1,fuel,Bhubaneswar,tablet,216.44,2,2,313,9.23,0,0,0
1828.47,11,1,grocery,Kolkata,mobile,89.16,2,0,149,55.64,0,0,0
6374.57,13,0,grocery,Bhubaneswar,tablet,263.32,0,0,2852,73.46,0,0,0
4794.28,0,1,food,Pune,web,7.1,2,1,1938,28.17,1,0,0
1311.03,8,1,electronics,Hyderabad,mobile,234.45,1,0,141,20.75,0,0,0
2610.39,20,0,grocery,Pune,web,44.15,2,0,3470,19.58,0,0,0
1192.51,9,0,travel,Pune,mobile,69.02,2,0,2284,25.11,0,0,0
6071.89,5,0,gift_card,Pune,mobile,42.41,4,0,1141,10.46,0,0,0
6069.18,19,0,grocery,Bhubaneswar,mobile,185.56,1,0,3431,57.58,0,0,0
10166.89,5,1,electronics,Bangalore,tablet,107.52,1,2,2809,20.4,0,0,0
12674.35,6,0,fashion,Delhi,mobile,278.31,3,0,1613,12.79,0,0,0
2058.45,0,0,fashion,Pune,mobile,160.46,1,1,781,19.02,0,0,0
5435.19,12,0,fuel,Chennai,mobile,27.34,1,0,117,16.94,0,0,0
530.72,16,0,electronics,Pune,web,44.89,3,1,2808,7.82,0,0,0
3836.28,8,0,gaming,Mumbai,mobile,70.42,3,0,1380,31.87,0,0,0
4518.64,15,0,grocery,Chennai,mobile,174.83,6,0,3473,15.16,0,0,0
1520.0,6,1,grocery,Bhubaneswar,mobile,219.68,3,0,1128,19.29,0,0,0
1954.94,7,1,travel,Chennai,mobile,10.55,3,0,2973,53.15,0,0,0
6096.37,21,1,electronics,Mumbai,mobile,217.64,3,0,2188,10.23,0,0,0
4596.33,8,0,grocery,Bhubaneswar,tablet,195.7,5,0,1656,45.88,0,0,0
9354.06,4,0,fashion,Bhubaneswar,mobile,249.39,4,1,3622,14.0,0,0,0
8670.66,19,0,gift_card,Hyderabad,mobile,66.32,2,0,2654,32.51,0,0,0
710.72,11,0,fuel,Bangalore,mobile,25.35,2,0,3247,47.06,0,0,0
2228.23,17,0,grocery,Pune,mobile,3.82,5,1,816,30.59,0,0,0
1382.59,13,0,food,Bhubaneswar,mobile,12.11,2,0,1715,27.82,1,0,0
5588.37,11,0,fashion,Delhi,mobile,506.49,2,0,806,26.54,0,0,0
4107.24,21,1,food,Bangalore,web,71.93,2,1,3330,51.82,0,0,0
1469.05,16,1,fashion,Mumbai,mobile,160.95,1,0,2239,35.55,0,0,0
1678.03,21,0,grocery,Hyderabad,mobile,93.05,0,1,2819,76.74,0,0,0
7465.29,9,1,food,Pune,mobile,128.23,5,0,2861,16.99,0,0,0
2433.48,5,0,food,Hyderabad,mobile,103.47,1,1,2166,9.76,0,0,0
434.67,19,0,electronics,Kolkata,mobile,58.7,2,1,1370,17.95,0,0,0
1354.6,14,0,travel,Bangalore,mobile,339.65,2,0,2528,11.54,0,0,0
10593.56,16,1,food,Bhubaneswar,mobile,421.86,4,0,2385,22.6,1,0,0
6496.43,23,0,gaming,Bangalore,mobile,154.26,3,0,2893,32.38,1,0,0
1122.27,18,0,fashion,Chennai,mobile,239.65,5,0,1295,51.88,0,0,0
3835.03,4,0,electronics,Bangalore,mobile,280.94,3,0,2469,7.65,1,0,0
6234.66,11,1,electronics,Pune,mobile,149.68,1,0,3082,12.96,0,0,0
700.31,18,0,electronics,Bangalore,mobile,103.88,2,0,252,43.29,0,1,0
6694.15,19,1,gift_card,Pune,mobile,128.75,3,1,2749,60.11,0,0,0
4566.34,8,0,food,Delhi,mobile,197.0,2,0,461,52.77,0,0,0
1860.25,6,0,fuel,Pune,mobile,37.51,4,0,129,11.53,0,0,0
5072.6,7,1,grocery,Kolkata,web,164.86,5,0,1595,5.42,0,0,0
4147.88,11,0,food,Chennai,web,39.97,0,1,1436,33.3,1,0,0
4347.59,17,0,grocery,Pune,mobile,117.27,2,0,3200,25.55,0,1,0
3737.51,9,0,fuel,Chennai,mobile,165.47,2,0,801,12.78,0,0,0
1625.61,6,0,gaming,Bhubaneswar,mobile,177.29,4,0,2944,19.55,0,0,0
1895.18,0,1,grocery,Chennai,mobile,95.93,0,1,312,55.53,0,0,0
2807.78,8,0,fuel,Chennai,mobile,240.41,2,0,2541,27.31,0,0,0
3474.41,10,0,food,Pune,web,369.61,2,0,2869,4.97,0,0,0
5276.48,8,0,grocery,Chennai,mobile,20.05,1,0,1095,23.84,0,0,0
10751.91,16,0,food,Bangalore,web,17.05,5,0,2168,57.03,0,0,0
3961.93,4,1,food,Bhubaneswar,mobile,113.16,4,0,3200,28.05,0,0,0
5213.84,16,0,grocery,Bhubaneswar,mobile,225.44,2,0,2326,13.92,0,0,0
6027.16,22,1,food,Chennai,mobile,97.14,3,0,2387,40.82,0,1,0
5463.79,9,0,food,Pune,mobile,313.33,7,0,1688,20.89,0,0,0
1572.83,7,0,travel,Bhubaneswar,mobile,165.68,4,0,924,37.31,0,0,0
7917.24,22,1,food,Hyderabad,mobile,230.89,3,1,672,45.99,0,0,0
7137.64,1,1,food,Bhubaneswar,mobile,18.83,2,0,2873,47.55,0,0,0
3701.21,19,0,fuel,Bhubaneswar,mobile,39.86,4,0,1169,37.11,0,0,0
1655.14,6,0,food,Bangalore,web,55.81,2,0,1002,27.75,0,1,0
3434.4,1,0,grocery,Pune,mobile,136.26,1,0,3539,68.5,1,1,0
797.05,20,0,electronics,Delhi,mobile,226.3,3,1,1648,18.86,0,0,0
8579.29,10,0,grocery,Pune,mobile,67.57,1,0,2732,22.16,0,0,0
2040.59,9,0,food,Bhubaneswar,mobile,71.04,3,1,2371,52.13,0,0,0
2700.25,15,1,fashion,Mumbai,mobile,138.47,5,1,2166,25.24,0,0,0
8195.17,10,0,grocery,Mumbai,mobile,15.74,2,2,2199,43.31,0,0,0
7580.39,23,0,fashion,Mumbai,web,97.79,2,0,1691,7.28,0,0,0
4261.73,21,0,electronics,Chennai,mobile,37.94,1,0,3031,12.1,0,0,0
9398.76,16,0,grocery,Pune,mobile,172.77,2,0,1613,40.82,0,0,0
1529.89,19,1,grocery,Mumbai,mobile,208.37,2,1,1612,32.21,1,0,0
4263.26,10,0,travel,Hyderabad,mobile,6.9,3,1,1599,12.14,0,0,0
1540.95,4,0,electronics,Chennai,tablet,71.71,1,1,798,58.76,0,0,0
6859.39,7,0,food,Mumbai,mobile,236.43,2,1,3035,31.64,0,0,0
6704.44,2,0,food,Hyderabad,mobile,71.43,1,0,2893,51.69,0,0,0
9818.86,16,0,food,Pune,mobile,73.67,1,0,793,52.85,1,0,0
3359.23,15,0,fuel,Bhubaneswar,web,6.37,2,0,1509,22.44,0,0,0
11544.05,7,0,fashion,Bhubaneswar,web,116.54,3,0,2268,15.13,0,0,0
1431.29,18,0,grocery,Delhi,mobile,36.54,2,1,3546,31.42,0,0,0
3229.17,6,1,grocery,Mumbai,mobile,37.82,3,1,1799,38.03,0,0,0
1476.95,0,0,food,Chennai,mobile,38.96,1,0,2070,39.05,0,0,0
3865.79,5,0,fashion,Mumbai,web,104.33,2,0,3433,34.29,0,0,0
1591.0,16,0,travel,Delhi,tablet,145.51,3,0,3280,76.37,0,0,0
6871.49,13,0,food,Delhi,mobile,82.38,4,0,129,14.51,0,0,0
4669.27,19,0,fuel,Delhi,mobile,12.41,4,1,3147,46.53,0,0,0
1326.2,9,0,electronics,Chennai,mobile,14.34,2,1,1354,59.76,0,0,0
5859.35,15,1,fashion,Bhubaneswar,mobile,90.29,4,0,2902,9.17,0,0,0
8982.47,16,1,fashion,Chennai,mobile,240.78,2,0,2165,5.68,0,0,0
4978.76,14,0,food,Chennai,web,130.11,3,1,2577,12.46,0,0,0
996.03,17,0,grocery,Pune,mobile,118.96,1,1,404,29.66,0,0,0
3006.8,15,0,food,Kolkata,mobile,30.87,0,0,1397,28.11,1,0,0
5412.74,0,0,food,Hyderabad,mobile,169.71,2,1,2396,47.21,1,0,0
2797.82,6,1,travel,Mumbai,web,159.45,3,0,322,60.1,0,0,0
1415.19,0,1,travel,Hyderabad,web,70.98,2,0,1501,27.97,0,0,0
7383.44,16,0,food,Pune,mobile,113.81,2,0,1167,65.6,0,0,0
2708.02,1,0,fuel,Chennai,mobile,234.41,8,1,385,31.28,0,0,0
8985.99,16,0,gift_card,Chennai,web,159.73,0,1,1990,18.88,0,0,0
2237.69,23,0,gaming,Kolkata,web,90.45,2,1,853,21.51,0,0,0
2589.41,20,0,food,Delhi,mobile,218.64,4,0,1884,53.52,0,0,0
2101.01,3,1,grocery,Bhubaneswar,mobile,195.13,3,0,1744,29.78,0,1,0
2968.91,13,1,fashion,Chennai,mobile,179.85,5,2,2258,30.43,0,0,0
4617.4,2,1,electronics,Kolkata,web,99.46,3,0,1193,29.52,0,0,0
1480.63,10,0,electronics,Delhi,mobile,227.15,0,0,2701,41.43,0,1,0
1246.89,0,0,electronics,Chennai,mobile,137.39,3,0,3615,70.89,1,0,0
684.23,3,1,gift_card,Mumbai,mobile,181.8,4,0,2969,3.82,0,0,0
597.48,3,0,fashion,Mumbai,web,204.26,3,1,2778,26.37,0,0,0
1007.42,18,0,gaming,Delhi,mobile,613.63,4,0,2865,31.05,0,0,0
2225.55,10,1,travel,Kolkata,web,9.4,4,0,1842,13.71,0,0,0
3816.37,5,1,electronics,Bhubaneswar,mobile,95.35,3,0,1476,6.15,0,0,0
4444.26,13,0,electronics,Kolkata,mobile,440.96,3,0,500,45.27,0,0,0
3692.74,3,0,travel,Bangalore,mobile,333.99,2,0,809,42.25,0,0,0
8340.38,23,0,travel,Delhi,mobile,236.55,2,0,1431,28.53,0,0,0
10051.96,9,0,grocery,Kolkata,mobile,4.9,1,0,3119,75.44,0,0,0
2717.78,0,0,fashion,Kolkata,web,10.57,0,1,1862,30.89,0,0,0
1502.36,15,0,grocery,Bangalore,mobile,16.61,1,0,3332,44.14,0,0,0
11992.14,14,0,grocery,Hyderabad,web,177.68,2,0,1842,37.29,0,0,0
7220.66,1,0,food,Kolkata,mobile,122.42,5,0,2209,11.04,0,0,0
6879.51,12,0,electronics,Pune,mobile,225.56,2,1,2883,17.92,0,0,0
2155.17,15,0,gift_card,Hyderabad,mobile,126.29,1,0,108,47.09,0,0,0
5955.66,8,0,gift_card,Chennai,mobile,278.32,5,0,2789,24.52,0,0,0
3713.72,20,0,electronics,Hyderabad,mobile,271.83,3,1,165,5.02,1,0,0
3181.34,1,1,gift_card,Chennai,mobile,15.22,3,1,3185,37.26,0,1,0
3177.33,9,0,gift_card,Kolkata,mobile,2.78,4,0,2428,51.21,0,0,0
4763.06,9,0,fashion,Hyderabad,mobile,72.89,3,1,2418,38.16,0,1,0
8513.73,6,0,food,Hyderabad,mobile,508.91,1,0,3605,30.69,0,0,0
12613.65,0,0,travel,Bhubaneswar,web,32.27,3,0,3096,20.98,0,0,0
2460.37,3,1,grocery,Pune,web,140.75,0,0,2210,40.43,0,0,0
3864.03,21,0,travel,Chennai,mobile,3.58,2,0,573,24.34,0,0,0
3122.73,17,1,fashion,Hyderabad,web,67.16,3,0,2252,19.73,1,0,0
4550.27,7,0,fashion,Mumbai,mobile,185.49,5,0,102,52.2,0,0,0
2842.03,17,0,food,Hyderabad,mobile,64.82,2,0,2096,29.28,0,0,0
1958.48,7,0,electronics,Mumbai,mobile,38.38,4,0,3438,18.18,0,0,0
2463.01,17,0,travel,Pune,mobile,100.33,1,0,2949,32.78,0,0,0
2180.57,7,1,grocery,Delhi,web,15.02,4,2,3328,2.89,0,0,0
3011.24,17,0,fashion,Bangalore,mobile,55.59,4,1,210,53.91,0,0,0
1078.23,2,0,gift_card,Hyderabad,mobile,756.9,1,1,487,28.11,1,0,0
2213.82,22,0,food,Pune,web,180.61,3,0,3320,68.6,0,1,0
4519.84,3,0,gaming,Pune,mobile,1.67,2,0,925,19.93,0,0,0
4496.99,15,1,fuel,Pune,web,63.55,3,0,1635,13.27,0,0,0
4020.2,2,0,grocery,Bhubaneswar,mobile,45.09,0,0,3583,45.44,0,0,0
8044.6,22,0,grocery,Bhubaneswar,web,24.73,1,0,773,47.16,1,0,0
4642.91,9,0,electronics,Bhubaneswar,mobile,120.29,1,0,372,38.7,0,0,0
7877.17,22,0,fashion,Chennai,web,488.88,2,0,1931,45.88,0,0,0
12619.5,9,0,food,Pune,mobile,188.12,1,0,2423,15.34,0,0,0
6054.9,8,0,electronics,Delhi,mobile,73.5,4,0,695,40.26,0,0,0
1083.21,4,0,grocery,Kolkata,mobile,37.36,3,3,435,44.42,0,0,0
4132.5,8,1,gaming,Bangalore,mobile,380.28,3,0,1881,12.28,0,0,0
3718.78,8,0,grocery,Bangalore,mobile,64.84,1,0,869,41.93,0,0,0
8976.73,20,0,gaming,Pune,mobile,599.87,2,1,3013,37.11,0,0,0
3093.16,7,0,electronics,Pune,tablet,249.6,1,0,1820,2.09,0,0,0
1743.7,1,1,fashion,Delhi,web,18.43,2,1,2064,24.47,0,0,0
2316.91,5,0,grocery,Delhi,web,3.72,2,0,3096,22.04,0,0,0
1122.02,17,0,fashion,Pune,tablet,105.14,1,1,1068,21.91,0,0,0
78.02,0,1,fashion,Hyderabad,web,76.65,5,1,3322,48.58,0,1,1
11359.83,19,1,food,Delhi,mobile,553.27,1,0,302,17.91,0,1,0
3406.49,15,0,grocery,Chennai,mobile,77.02,0,1,605,62.42,0,0,0
1223.77,1,1,fuel,Pune,mobile,71.97,1,0,1807,8.51,0,0,0
9493.45,9,1,travel,Bangalore,mobile,220.35,1,2,216,6.78,0,0,0
10519.02,19,1,fashion,Mumbai,mobile,252.15,0,1,1488,5.25,0,0,0
3809.78,3,0,grocery,Chennai,tablet,169.63,2,1,442,46.05,0,0,0
1028.19,11,0,food,Delhi,mobile,82.51,2,0,823,6.13,0,0,0
2361.53,14,0,gaming,Delhi,web,102.68,2,1,598,10.34,0,0,0
2850.45,11,1,fashion,Bangalore,web,49.77,1,0,3296,1.83,0,0,0
3490.16,15,0,grocery,Bhubaneswar,mobile,18.19,4,0,1050,24.29,0,0,0
1368.4,2,0,food,Hyderabad,mobile,102.83,1,0,584,27.09,0,0,0
6384.0,6,0,electronics,Kolkata,mobile,61.51,3,1,420,63.2,0,0,0
386.35,23,0,fuel,Hyderabad,web,132.33,3,1,756,36.3,0,0,0
7070.36,4,0,electronics,Mumbai,mobile,135.4,2,0,3406,48.25,0,0,0
8052.6,9,0,gift_card,Bangalore,web,94.43,2,1,2299,72.18,0,0,0
2547.47,20,0,grocery,Bhubaneswar,web,68.61,3,0,974,28.66,0,0,0
3204.61,16,1,grocery,Bangalore,web,363.76,0,0,2017,52.65,0,0,0
8702.89,20,1,electronics,Bangalore,web,63.74,0,1,620,30.84,0,1,1
5274.86,4,0,fuel,Hyderabad,mobile,40.45,2,1,2200,41.37,0,0,0
2618.23,16,1,fuel,Delhi,mobile,10.72,1,1,3464,38.2,0,0,0
2861.92,11,0,food,Bangalore,mobile,19.61,2,0,609,19.18,0,0,0
4781.42,14,0,fashion,Kolkata,mobile,24.04,3,1,3476,10.62,1,0,0
10719.56,3,0,electronics,Mumbai,mobile,56.05,3,1,1870,16.4,0,0,0
2929.41,1,0,fuel,Kolkata,mobile,220.55,4,0,1241,30.75,1,0,0
2556.96,23,1,food,Bhubaneswar,web,86.59,1,2,3633,27.08,0,0,0
3472.45,16,0,grocery,Bangalore,tablet,16.96,5,0,1504,17.77,0,1,0
3487.49,17,0,food,Bangalore,web,14.78,1,0,2730,28.34,0,0,0
4218.51,18,0,fuel,Chennai,mobile,52.72,4,2,2891,47.56,0,1,0
3212.2,2,0,fashion,Pune,mobile,93.97,1,1,2313,23.41,0,0,0
7345.35,4,0,grocery,Delhi,mobile,69.99,2,0,3133,6.25,0,0,0
1632.13,13,0,electronics,Pune,mobile,9.07,1,1,2522,58.97,0,0,0
4546.64,18,0,grocery,Chennai,mobile,8.32,0,0,2368,36.76,0,0,0
4670.08,13,0,grocery,Delhi,mobile,143.12,3,1,3359,32.36,0,0,0
1758.69,18,0,fuel,Kolkata,mobile,88.28,2,0,1232,39.42,0,0,0
4515.49,0,0,gaming,Mumbai,mobile,111.67,7,0,1828,45.46,0,0,0
4754.24,23,0,electronics,Bhubaneswar,web,190.51,2,0,2839,30.19,0,0,0
201.94,4,0,electronics,Kolkata,mobile,50.0,3,0,1207,6.04,0,0,0
1500.74,23,0,food,Bhubaneswar,web,301.06,4,1,1489,35.34,0,0,0
9170.06,16,1,travel,Kolkata,mobile,437.83,2,0,1603,18.69,0,0,0
2122.72,16,0,food,Delhi,mobile,19.19,4,1,154,23.7,0,0,0
1220.98,18,0,food,Mumbai,web,403.51,0,0,835,17.99,0,0,0
568.57,12,0,food,Hyderabad,web,63.85,4,0,928,60.21,1,0,0
1381.0,11,0,fashion,Hyderabad,web,101.79,3,0,1986,40.55,0,0,0
3112.0,23,0,grocery,Hyderabad,mobile,114.14,3,0,1351,17.11,0,1,0
1141.17,15,0,fuel,Mumbai,mobile,36.55,4,0,2513,4.21,0,0,0
5321.57,0,1,food,Mumbai,mobile,30.1,0,0,1431,70.0,0,0,0
1731.92,22,0,grocery,Bhubaneswar,web,428.36,1,1,2779,22.31,0,0,0
4241.1,4,1,electronics,Delhi,mobile,69.68,1,0,464,18.64,0,0,0
8340.71,13,0,fashion,Bangalore,mobile,100.0,0,0,3452,19.06,0,1,0
8009.28,12,0,grocery,Bhubaneswar,mobile,41.67,5,1,2940,23.03,0,0,0
4190.41,2,0,grocery,Delhi,web,338.1,1,1,3247,19.78,0,0,0
1300.67,23,0,grocery,Mumbai,mobile,83.83,6,1,730,16.01,0,0,0
3272.66,22,0,electronics,Bhubaneswar,mobile,36.15,2,1,221,27.71,0,0,0
4286.81,1,1,food,Bhubaneswar,mobile,271.15,0,1,3098,21.88,0,0,0
14094.38,11,0,travel,Hyderabad,web,210.3,4,0,1074,61.15,0,0,0
562.28,8,0,grocery,Bangalore,mobile,106.44,3,0,3168,20.36,0,0,0
3281.24,5,0,food,Delhi,web,524.89,1,0,3218,22.17,0,0,0
5194.27,9,0,food,Bangalore,web,45.23,0,1,1298,11.69,0,0,0
3671.86,17,0,grocery,Kolkata,mobile,81.26,3,0,3246,43.47,0,0,0
3965.61,15,1,food,Mumbai,mobile,62.75,5,1,3028,26.99,0,0,0
1821.38,12,0,electronics,Pune,mobile,112.36,0,0,443,39.88,0,0,0
6310.98,17,1,fuel,Bangalore,mobile,466.57,0,0,991,22.88,0,0,0
3488.66,13,0,food,Pune,web,146.9,4,0,2308,65.16,0,0,0
3955.43,16,0,food,Chennai,web,71.22,1,1,2717,28.59,0,0,0
6755.03,12,0,travel,Hyderabad,mobile,159.74,3,0,2272,12.36,0,0,0
2680.22,19,0,grocery,Mumbai,mobile,19.9,1,0,695,29.03,0,0,0
7729.5,20,1,grocery,Hyderabad,mobile,17.88,2,1,1812,24.28,0,0,0
1104.45,8,0,travel,Kolkata,mobile,149.1,3,0,2573,6.43,0,0,0
4116.26,8,1,electronics,Mumbai,web,17.42,0,0,1351,42.23,0,0,0
1727.22,13,1,electronics,Delhi,mobile,157.92,3,0,2531,42.94,0,0,0
1360.81,1,0,food,Kolkata,web,54.12,3,0,2083,25.57,0,0,0
10640.95,6,0,gaming,Hyderabad,mobile,59.63,2,1,1315,18.89,0,0,0
1160.62,5,0,travel,Pune,mobile,272.72,3,0,901,4.73,0,0,0
3538.3,4,0,travel,Bhubaneswar,mobile,196.27,2,1,3023,18.42,0,0,0
1077.21,13,0,food,Kolkata,mobile,110.55,5,1,923,19.43,0,0,0
7423.35,3,0,fashion,Kolkata,mobile,31.92,0,0,3347,44.39,0,0,0
2476.73,11,1,food,Bangalore,mobile,35.2,1,1,2421,54.95,0,0,0
6731.8,14,1,fuel,Kolkata,mobile,61.3,0,0,1727,44.52,0,0,0
5075.43,21,1,electronics,Hyderabad,mobile,54.18,3,0,2654,38.07,0,0,0
12805.83,9,0,fuel,Bangalore,mobile,14.81,0,2,648,62.92,0,1,0
876.9,17,0,food,Mumbai,mobile,52.49,1,0,2000,50.01,0,0,0
1489.68,3,1,food,Chennai,mobile,205.29,2,0,1631,28.71,0,0,0
6495.25,0,0,fashion,Pune,mobile,361.67,3,0,2379,27.01,0,0,0
4256.32,15,0,food,Bangalore,mobile,202.0,2,0,369,22.41,0,0,0
2831.05,15,0,gaming,Pune,web,236.72,1,0,465,17.84,0,0,0
11342.33,5,0,fashion,Bangalore,mobile,31.32,2,0,1308,32.98,0,0,0
3361.68,8,0,food,Delhi,mobile,110.99,0,0,175,44.63,1,0,0
1783.89,20,0,fuel,Chennai,mobile,132.06,2,0,609,19.93,0,1,0
6785.11,7,0,grocery,Mumbai,mobile,8.75,0,0,1368,43.49,0,0,0
3444.38,12,0,travel,Kolkata,mobile,183.3,2,0,1433,14.19,0,0,0
3641.4,23,0,grocery,Bhubaneswar,mobile,161.26,3,0,1815,32.87,0,0,0
5368.18,21,0,gaming,Delhi,mobile,382.25,5,0,2674,64.28,1,0,0
5509.83,10,1,fuel,Kolkata,mobile,71.81,2,0,555,24.71,0,0,0
1471.98,23,1,electronics,Delhi,mobile,60.13,2,0,2534,58.5,0,0,0
2708.51,3,0,electronics,Delhi,mobile,172.99,6,1,2319,9.48,0,0,0
988.36,17,0,food,Hyderabad,web,104.91,3,0,2662,6.23,0,0,0
4300.62,6,0,fuel,Bangalore,mobile,68.97,1,0,2169,25.81,0,0,0
10521.54,3,0,grocery,Delhi,mobile,306.93,0,0,253,53.47,0,0,0
1526.42,9,1,food,Chennai,mobile,169.36,0,0,3521,27.31,0,0,0
